"Mike the Frog Shirt, Black",img/shirts/shirt-102.jpg,$20,http://shirts4mike.com/shirt.php?id=102,2018-06-08
"Logo Shirt, Red",img/shirts/shirt-101.jpg,$18,http://shirts4mike.com/shirt.php?id=101,2018-06-08
"Logo Shirt, Green",img/shirts/shirt-104.jpg,$18,http://shirts4mike.com/shirt.php?id=104,2018-06-08
"Mike the Frog Shirt, Blue",img/shirts/shirt-103.jpg,$20,http://shirts4mike.com/shirt.php?id=103,2018-06-08
"Mike the Frog Shirt, Orange",img/shirts/shirt-108.jpg,$25,http://shirts4mike.com/shirt.php?id=108,2018-06-08
"Mike the Frog Shirt, Yellow",img/shirts/shirt-105.jpg,$25,http://shirts4mike.com/shirt.php?id=105,2018-06-08
"Logo Shirt, Teal",img/shirts/shirt-107.jpg,$20,http://shirts4mike.com/shirt.php?id=107,2018-06-08
"Logo Shirt, Gray",img/shirts/shirt-106.jpg,$20,http://shirts4mike.com/shirt.php?id=106,2018-06-08
